               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.10958,             0.85923,            0.095016,             0.28733,            0.013372,           0.0011839,          0.00026267,            0.089705,            0.063928,            0.076691,               0.001,               0.001,               0.096
                   1,            0.094145,            0.082897,            0.068276,             0.15012,           0.0092782,           0.0025273,          0.00055378,            0.086075,            0.062779,            0.056188,           0.0020199,           0.0020199,             0.09192
                   2,            0.084356,            0.090955,            0.050912,             0.15725,            0.023741,           0.0091476,           0.0016906,            0.087633,             0.05594,            0.047651,           0.0030393,           0.0030393,            0.087839
                   3,            0.078195,            0.085179,            0.040533,             0.30995,            0.029063,            0.017435,           0.0036632,            0.087853,            0.053497,             0.04742,           0.0040578,           0.0040578,            0.083758
                   4,            0.075768,            0.076683,            0.037413,             0.75036,            0.050894,            0.031705,           0.0068201,            0.077038,             0.05201,            0.041809,            0.005075,            0.005075,            0.079675
                   5,             0.07406,            0.077055,            0.036182,             0.91134,            0.049802,            0.054442,             0.01446,             0.06882,            0.050136,            0.037312,           0.0060907,           0.0060907,            0.075591
                   6,            0.073252,            0.075197,            0.034955,              0.9137,            0.061536,            0.065528,            0.017141,            0.068952,            0.049478,            0.037879,           0.0071044,           0.0071044,            0.071504
                   7,            0.071404,            0.072776,            0.033768,             0.91202,            0.079411,            0.079859,             0.02419,            0.063226,            0.048805,            0.034835,           0.0081157,           0.0081157,            0.067416
                   8,            0.069311,            0.074291,            0.032872,            0.045516,             0.49256,             0.10872,            0.039177,            0.060826,            0.048765,            0.031775,           0.0091242,           0.0091242,            0.063324
                   9,            0.068723,            0.072978,            0.030551,             0.36547,             0.28554,             0.11802,            0.040615,            0.061182,            0.049398,            0.029803,             0.01013,             0.01013,             0.05923
                  10,            0.072593,            0.069548,            0.030705,            0.054412,             0.45609,             0.11994,            0.039696,            0.065022,            0.048268,            0.028735,            0.011132,            0.011132,            0.055132
                  11,            0.069564,            0.072864,            0.029249,             0.64232,             0.18638,             0.13247,            0.048114,            0.060284,            0.052945,             0.02749,             0.01213,             0.01213,             0.05103
                  12,            0.068221,              0.0719,            0.028404,            0.086059,             0.41205,              0.1187,            0.045627,             0.05716,            0.050517,            0.032548,            0.013124,            0.013124,            0.046924
                  13,            0.066199,            0.070876,            0.027134,             0.84052,            0.099308,             0.11608,            0.040486,            0.055558,            0.053136,            0.030756,            0.014113,            0.014113,            0.042813
                  14,            0.062267,            0.074424,            0.025831,             0.79151,             0.13221,             0.11268,            0.038235,            0.057209,            0.051323,            0.028949,            0.015098,            0.015098,            0.038698
