               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.087267,             0.21537,             0.05529,              0.9106,            0.069267,            0.063343,            0.017563,            0.066583,            0.047747,            0.038256,               0.006,               0.006,               0.076
                   1,            0.071526,             0.07358,            0.033316,             0.62446,             0.20674,            0.073938,            0.018116,            0.063249,            0.046521,            0.027925,            0.012019,            0.012019,            0.051919
                   2,            0.064908,            0.072228,            0.027533,             0.70681,             0.17893,              0.1421,            0.046236,            0.056131,            0.044114,             0.02591,            0.018036,            0.018036,            0.027836
                   3,            0.058962,            0.071013,            0.025323,             0.87137,             0.16084,             0.18917,             0.08086,            0.047382,            0.043079,            0.024225,            0.019989,            0.019989,            0.019989
                   4,            0.052633,            0.069917,            0.023271,             0.70781,             0.25225,             0.21353,            0.095928,            0.042931,            0.043567,             0.02183,            0.019989,            0.019989,            0.019989
                   5,            0.049266,            0.068567,            0.022004,             0.47593,             0.32279,             0.27589,              0.1404,            0.038487,            0.040406,            0.019705,             0.01998,             0.01998,             0.01998
                   6,            0.047866,            0.067776,            0.020479,             0.65229,             0.32255,             0.31562,             0.16075,            0.038122,            0.039887,            0.018469,            0.019969,            0.019969,            0.019969
                   7,            0.045989,            0.065417,            0.019022,             0.45742,             0.42087,             0.37474,             0.19973,            0.036089,             0.03905,            0.016075,            0.019956,            0.019956,            0.019956
                   8,            0.044525,            0.064784,            0.017342,             0.71596,             0.41811,             0.42774,             0.22419,            0.034626,            0.037868,            0.015978,             0.01994,             0.01994,             0.01994
                   9,            0.043682,            0.064756,            0.016103,              0.7415,             0.43591,             0.47844,             0.25937,            0.033531,            0.036939,            0.013038,            0.019922,            0.019922,            0.019922
                  10,            0.043253,            0.063833,            0.015283,             0.74445,             0.40871,             0.44901,             0.23103,            0.033788,            0.037032,            0.014633,            0.019901,            0.019901,            0.019901
                  11,            0.041776,            0.063549,            0.014287,             0.74809,             0.49032,             0.52791,              0.2896,            0.032303,            0.036078,            0.012148,            0.019878,            0.019878,            0.019878
                  12,            0.041261,            0.062878,            0.013457,             0.75686,             0.49732,             0.54449,             0.31304,            0.031844,            0.035726,            0.010559,            0.019853,            0.019853,            0.019853
                  13,            0.039837,            0.061665,            0.013145,             0.79524,             0.48111,             0.60145,             0.35254,            0.030342,            0.034938,           0.0099998,            0.019825,            0.019825,            0.019825
                  14,            0.040098,            0.061571,            0.012231,             0.79327,             0.50757,             0.59838,             0.34617,            0.031271,            0.036489,           0.0090679,            0.019794,            0.019794,            0.019794
                  15,            0.039184,            0.060766,            0.011873,             0.79948,             0.49012,             0.58689,             0.34054,            0.029975,            0.034287,           0.0096386,            0.019762,            0.019762,            0.019762
                  16,            0.038819,            0.060723,            0.011579,             0.78508,             0.49998,             0.57755,             0.34489,            0.029336,            0.034322,             0.01038,            0.019726,            0.019726,            0.019726
                  17,            0.038682,            0.058995,            0.010896,             0.79705,             0.51938,             0.63708,             0.38831,            0.029337,            0.033941,           0.0089368,            0.019689,            0.019689,            0.019689
                  18,            0.038211,            0.060133,            0.010931,             0.73545,             0.56338,             0.62279,             0.36941,            0.028624,             0.03399,           0.0084387,            0.019649,            0.019649,            0.019649
                  19,              0.0373,            0.059134,            0.010607,             0.73528,             0.57515,             0.62799,             0.37268,            0.028846,            0.034197,           0.0077711,            0.019607,            0.019607,            0.019607
                  20,            0.037397,            0.059208,            0.010291,             0.73322,             0.59652,             0.65489,              0.4021,              0.0285,            0.033284,           0.0073636,            0.019562,            0.019562,            0.019562
                  21,            0.037014,            0.058598,           0.0099389,             0.75138,             0.60217,             0.70769,             0.42997,            0.027935,            0.033151,           0.0066954,            0.019515,            0.019515,            0.019515
                  22,            0.036485,            0.058701,           0.0096187,             0.74235,             0.63107,             0.70013,             0.43972,            0.027416,            0.032459,           0.0070507,            0.019466,            0.019466,            0.019466
                  23,            0.036297,            0.057039,           0.0094888,             0.76363,             0.62352,             0.69965,             0.44035,            0.027358,            0.032528,           0.0067122,            0.019415,            0.019415,            0.019415
                  24,            0.035882,            0.057007,           0.0092809,             0.80126,             0.64854,             0.75052,             0.47378,            0.026648,            0.031838,           0.0062346,            0.019361,            0.019361,            0.019361
                  25,            0.035844,            0.056664,           0.0089634,             0.83193,             0.62798,             0.77849,             0.49293,            0.026492,            0.031214,            0.005261,            0.019305,            0.019305,            0.019305
                  26,            0.035835,            0.057506,           0.0083392,              0.7776,             0.66183,             0.75264,               0.454,            0.027069,            0.031241,           0.0055713,            0.019246,            0.019246,            0.019246
                  27,            0.034947,            0.056964,           0.0081919,             0.80471,             0.66767,             0.78932,             0.50774,            0.026563,            0.030819,           0.0051558,            0.019186,            0.019186,            0.019186
                  28,            0.035089,            0.056368,           0.0079377,             0.81166,             0.66288,             0.80049,             0.51447,            0.025857,            0.030786,           0.0045114,            0.019123,            0.019123,            0.019123
                  29,             0.03506,            0.056414,           0.0079582,             0.66071,             0.77755,             0.81041,             0.51819,            0.026043,            0.031071,           0.0044449,            0.019058,            0.019058,            0.019058
                  30,             0.03455,            0.055934,           0.0076517,             0.67891,             0.82123,             0.81014,             0.51722,             0.02565,            0.031256,           0.0051814,             0.01899,             0.01899,             0.01899
                  31,            0.034283,            0.055647,           0.0074487,             0.82589,             0.76905,             0.83321,             0.53408,            0.025668,            0.030382,           0.0045704,            0.018921,            0.018921,            0.018921
                  32,            0.034173,            0.056402,           0.0074436,             0.79282,             0.74611,             0.82251,              0.5355,            0.024979,            0.030189,           0.0049678,            0.018849,            0.018849,            0.018849
                  33,            0.033901,            0.055733,           0.0071962,             0.77225,             0.79201,             0.83259,             0.54467,            0.025115,            0.029788,           0.0040726,            0.018775,            0.018775,            0.018775
                  34,            0.033762,            0.056104,           0.0069373,             0.84787,             0.78865,               0.865,             0.57608,            0.024788,            0.029318,           0.0033493,            0.018699,            0.018699,            0.018699
                  35,             0.03357,             0.05504,           0.0069327,             0.83171,             0.77042,             0.84718,             0.56217,            0.024527,            0.029397,           0.0046436,            0.018621,            0.018621,            0.018621
