               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.088253,             0.16835,            0.053431,             0.19972,            0.066327,            0.066244,            0.018717,            0.066936,             0.04829,            0.038029,               0.006,               0.006,               0.076
                   1,            0.067718,            0.073728,            0.033208,             0.37274,             0.21522,             0.12992,            0.044721,            0.057871,             0.04348,            0.029961,            0.012019,            0.012019,            0.051919
                   2,             0.06107,            0.069568,            0.027489,             0.66195,             0.19445,             0.13703,            0.049206,            0.055111,            0.042058,            0.029704,            0.018036,            0.018036,            0.027836
                   3,            0.055991,            0.070221,            0.025362,             0.11283,             0.43688,             0.20875,             0.09345,            0.043703,            0.041025,             0.02477,            0.019989,            0.019989,            0.019989
                   4,            0.049159,            0.069034,            0.022456,              0.6543,             0.30363,             0.28635,              0.1465,            0.039289,            0.039274,            0.020266,            0.019989,            0.019989,            0.019989
                   5,            0.046377,            0.065319,            0.020516,             0.66011,             0.34257,             0.35248,              0.1901,            0.035128,             0.03902,            0.018371,             0.01998,             0.01998,             0.01998
                   6,            0.044267,            0.064328,            0.019011,             0.62034,             0.44248,             0.39733,             0.22938,            0.032329,            0.038147,            0.016846,            0.019969,            0.019969,            0.019969
                   7,             0.04213,              0.0624,            0.017521,             0.73117,             0.42848,             0.44413,             0.24446,            0.033066,             0.03661,            0.017777,            0.019956,            0.019956,            0.019956
                   8,            0.041223,            0.062725,            0.016447,             0.79214,             0.44515,             0.51256,             0.28369,            0.032131,            0.035826,             0.01344,             0.01994,             0.01994,             0.01994
                   9,            0.040299,            0.060765,            0.015045,              0.7417,             0.47322,             0.52955,             0.29679,            0.030489,             0.03522,            0.013202,            0.019922,            0.019922,            0.019922
                  10,             0.03927,            0.060827,            0.014261,             0.76463,             0.46549,             0.50993,             0.29667,            0.029698,            0.033979,            0.012233,            0.019901,            0.019901,            0.019901
